ID_TEXT,ID_TEXT,CIUDAD,REGION,TIPO,UNIVERSIDAD_EVALUADA_NACIONAL,PRESTIGIO DE LA INSTITUCIÓN,NIVEL ACADÉMICO,OFERTA ACADÉMICA (CARRERAS OFERTADAS),PROFESORES
Entrevistado_1294,Entrevistado_1294,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,6,8
Entrevistado_1295,Entrevistado_1295,LEÓN,BAJIO,Primera mención,OTRAS,8,8,6,8
Entrevistado_1296,Entrevistado_1296,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,7,8,7.8,10
Entrevistado_1297,Entrevistado_1297,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,9,10,10,8
Entrevistado_1298,Entrevistado_1298,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,8.4,6,3,8
Entrevistado_1299,Entrevistado_1299,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,9,7.8,10
Entrevistado_1300,Entrevistado_1300,MORELIA,BAJIO,Primera mención,OTRAS,6,8,10,8
Entrevistado_1301,Entrevistado_1301,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,10,8,1,8
Entrevistado_1302,Entrevistado_1302,VILLAHERMOSA,SUR,Primera mención,OTRAS,7,8,6,8
Entrevistado_1303,Entrevistado_1303,LEÓN,BAJIO,Primera mención,ITESM,10,4,7.8,8
Entrevistado_1304,Entrevistado_1304,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,10,5,10
Entrevistado_1305,Entrevistado_1305,LOS MOCHIS,OCCIDENTE,Primera mención,OTRAS,8.4,10,7,5
Entrevistado_1306,Entrevistado_1306,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,10,7.8,6
Entrevistado_1307,Entrevistado_1307,CD. OBREGÓN,OCCIDENTE,Primera mención,OTRAS,7,9,7.8,8
Entrevistado_1308,Entrevistado_1308,MORELIA,BAJIO,Primera mención,OTRAS,10,7,7.8,2
Entrevistado_1309,Entrevistado_1309,LEÓN,BAJIO,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_1310,Entrevistado_1310,MORELIA,BAJIO,Primera mención,OTRAS,8,8,10,8
Entrevistado_1311,Entrevistado_1311,MORELIA,BAJIO,Primera mención,OTRAS,8,9,8,10
Entrevistado_1312,Entrevistado_1312,VILLAHERMOSA,SUR,Primera mención,UVM,10,8,10,10
Entrevistado_1313,Entrevistado_1313,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,10,10,8
Entrevistado_1314,Entrevistado_1314,IRAPUATO,BAJIO,Primera mención,OTRAS,10,8,7,10
Entrevistado_1315,Entrevistado_1315,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,9,7.8,6
Entrevistado_1316,Entrevistado_1316,IRAPUATO,BAJIO,Primera mención,ITESM,8,8,7.8,5
Entrevistado_1317,Entrevistado_1317,LA PAZ,OCCIDENTE,Primera mención,OTRAS,10,4,8,8
Entrevistado_1318,Entrevistado_1318,MEXICALI,OCCIDENTE,Primera mención,OTRAS,5,9,7.8,8
Entrevistado_1319,Entrevistado_1319,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,9,10,7,10
Entrevistado_1320,Entrevistado_1320,GUADALAJARA,BAJIO,Primera mención,ITESM,10,10,7.8,6
Entrevistado_1321,Entrevistado_1321,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,7,6,8
Entrevistado_1322,Entrevistado_1322,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1323,Entrevistado_1323,MONTERREY,NORTE,Primera mención,ITESM,8.4,8,9,8
Entrevistado_1324,Entrevistado_1324,GUADALAJARA,BAJIO,Primera mención,OTRAS,6,8,8,5
Entrevistado_1325,Entrevistado_1325,LEÓN,BAJIO,Primera mención,OTRAS,5,8,7.8,8
Entrevistado_1326,Entrevistado_1326,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,10,5,8
Entrevistado_1327,Entrevistado_1327,COATZACOALCOS,SUR,Primera mención,OTRAS,10,9,7.8,5
Entrevistado_1328,Entrevistado_1328,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,10,7,3
Entrevistado_1329,Entrevistado_1329,MEXICALI,OCCIDENTE,Primera mención,UVM,7,8,8,7
Entrevistado_1330,Entrevistado_1330,QUERÉTARO,CENTRO,Primera mención,ITESM,5,10,1,8
Entrevistado_1331,Entrevistado_1331,QUERÉTARO,CENTRO,Primera mención,UVM,9,6,7.8,8
Entrevistado_1332,Entrevistado_1332,HERMOSILLO,OCCIDENTE,Primera mención,UVM,9,10,7.8,9
Entrevistado_1333,Entrevistado_1333,COATZACOALCOS,SUR,Primera mención,OTRAS,10,9,2,8
Entrevistado_1334,Entrevistado_1334,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_1335,Entrevistado_1335,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_1336,Entrevistado_1336,LEÓN,BAJIO,Primera mención,OTRAS,9,8,10,8
Entrevistado_1337,Entrevistado_1337,IRAPUATO,BAJIO,Primera mención,OTRAS,7,6,8,8
Entrevistado_1338,Entrevistado_1338,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,9,7.8,8
Entrevistado_1339,Entrevistado_1339,TEPIC,OCCIDENTE,Primera mención,OTRAS,6,8,10,10
Entrevistado_1340,Entrevistado_1340,LEÓN,BAJIO,Primera mención,OTRAS,10,8,5,6
Entrevistado_1341,Entrevistado_1341,LOS CABOS,OCCIDENTE,Primera mención,OTRAS,8.4,5,9,2
Entrevistado_1342,Entrevistado_1342,VILLAHERMOSA,SUR,Primera mención,OTRAS,8.4,8,6,8
Entrevistado_1343,Entrevistado_1343,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,8,1,4
Entrevistado_1344,Entrevistado_1344,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,3,10
Entrevistado_1345,Entrevistado_1345,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,5,6,7.8,7
Entrevistado_1346,Entrevistado_1346,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,4,4,6,8
Entrevistado_1347,Entrevistado_1347,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,9,10,7.8,8
Entrevistado_1348,Entrevistado_1348,MEXICALI,OCCIDENTE,Primera mención,OTRAS,9,10,10,10
Entrevistado_1349,Entrevistado_1349,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,10,7.8,10
Entrevistado_1350,Entrevistado_1350,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,10,8,8
Entrevistado_1351,Entrevistado_1351,MEXICALI,OCCIDENTE,Primera mención,OTRAS,9,9,5,10
Entrevistado_1352,Entrevistado_1352,LEÓN,BAJIO,Primera mención,OTRAS,10,8,10,10
Entrevistado_1353,Entrevistado_1353,LA PAZ,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,6
Entrevistado_1354,Entrevistado_1354,GUADALAJARA,BAJIO,Primera mención,OTRAS,6,5,10,8
Entrevistado_1355,Entrevistado_1355,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,7,10,10
Entrevistado_1356,Entrevistado_1356,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,6,8,10,4
Entrevistado_1357,Entrevistado_1357,TIJUANA,OCCIDENTE,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_1358,Entrevistado_1358,LEÓN,BAJIO,Primera mención,ITESM,6,8,7,10
Entrevistado_1359,Entrevistado_1359,MORELIA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,6
Entrevistado_1360,Entrevistado_1360,LEÓN,BAJIO,Primera mención,OTRAS,9,10,3,5
Entrevistado_1361,Entrevistado_1361,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1362,Entrevistado_1362,LEÓN,BAJIO,Primera mención,OTRAS,9,8,1,7
Entrevistado_1363,Entrevistado_1363,MORELIA,BAJIO,Primera mención,OTRAS,8,6,7.8,9
Entrevistado_1364,Entrevistado_1364,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,6
Entrevistado_1365,Entrevistado_1365,VILLAHERMOSA,SUR,Primera mención,OTRAS,8,8,7.8,7
Entrevistado_1366,Entrevistado_1366,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,9,10,7.8,10
Entrevistado_1367,Entrevistado_1367,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,7,7.8,10
Entrevistado_1368,Entrevistado_1368,VILLAHERMOSA,SUR,Primera mención,UVM,8.4,10,10,8
Entrevistado_1369,Entrevistado_1369,MÉRIDA,SUR,Primera mención,ANÁHUAC,9,4,7.8,9
Entrevistado_1370,Entrevistado_1370,CIUDAD DE MÉXICO,CENTRO,Primera mención,ANÁHUAC,10,7,7.8,10
Entrevistado_1371,Entrevistado_1371,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,1,8,7
Entrevistado_1372,Entrevistado_1372,TIJUANA,OCCIDENTE,Primera mención,OTRAS,9,10,6,10
Entrevistado_1373,Entrevistado_1373,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8,8,9,10
Entrevistado_1374,Entrevistado_1374,MÉRIDA,SUR,Primera mención,ANÁHUAC,8,8,10,8
Entrevistado_1375,Entrevistado_1375,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,8,10
Entrevistado_1376,Entrevistado_1376,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1377,Entrevistado_1377,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,1,10,5
Entrevistado_1378,Entrevistado_1378,LEÓN,BAJIO,Primera mención,OTRAS,10,4,10,6
Entrevistado_1379,Entrevistado_1379,LA PAZ,OCCIDENTE,Primera mención,OTRAS,7,3,7.8,8
Entrevistado_1380,Entrevistado_1380,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,9,9,9
Entrevistado_1381,Entrevistado_1381,AGUASCALIENTES,BAJIO,Primera mención,ITESM,8.4,10,10,9
Entrevistado_1382,Entrevistado_1382,AGUASCALIENTES,BAJIO,Primera mención,ITESM,7,8,2,10
Entrevistado_1383,Entrevistado_1383,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,7,4,10
Entrevistado_1384,Entrevistado_1384,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,7,5,7.8,8
Entrevistado_1385,Entrevistado_1385,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,4,8
Entrevistado_1386,Entrevistado_1386,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,8,9,7.8,8
Entrevistado_1387,Entrevistado_1387,VILLAHERMOSA,SUR,Primera mención,UVM,9,5,10,10
Entrevistado_1388,Entrevistado_1388,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,9,4
Entrevistado_1389,Entrevistado_1389,TEPIC,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1390,Entrevistado_1390,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_1391,Entrevistado_1391,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,1,7.8,8
Entrevistado_1392,Entrevistado_1392,IRAPUATO,BAJIO,Primera mención,OTRAS,8,8,3,8
Entrevistado_1393,Entrevistado_1393,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,6,8,8
Entrevistado_1394,Entrevistado_1394,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,10,2,8
Entrevistado_1395,Entrevistado_1395,COATZACOALCOS,SUR,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1396,Entrevistado_1396,TIJUANA,OCCIDENTE,Primera mención,OTRAS,9,7,8,8
Entrevistado_1397,Entrevistado_1397,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1398,Entrevistado_1398,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,8.4,5,5,7
Entrevistado_1399,Entrevistado_1399,CÓRDOBA,ORIENTE,Primera mención,ITESM,8,9,7.8,8
Entrevistado_1400,Entrevistado_1400,VILLAHERMOSA,SUR,Primera mención,OTRAS,8.4,10,7.8,6
Entrevistado_1401,Entrevistado_1401,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,4,2,8
Entrevistado_1402,Entrevistado_1402,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,6,7.8,8
Entrevistado_1403,Entrevistado_1403,IRAPUATO,BAJIO,Primera mención,OTRAS,10,8,7.8,10
Entrevistado_1404,Entrevistado_1404,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,10,1,8
Entrevistado_1405,Entrevistado_1405,TEPIC,OCCIDENTE,Primera mención,OTRAS,6,6,7.8,8
Entrevistado_1406,Entrevistado_1406,LEÓN,BAJIO,Primera mención,OTRAS,10,9,7.8,8
Entrevistado_1407,Entrevistado_1407,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,2,9,7
Entrevistado_1408,Entrevistado_1408,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,6,8
Entrevistado_1409,Entrevistado_1409,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,10,1,8
Entrevistado_1410,Entrevistado_1410,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,6
Entrevistado_1411,Entrevistado_1411,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,1,5
Entrevistado_1412,Entrevistado_1412,MONTERREY,NORTE,Primera mención,ITESM,10,10,10,7
Entrevistado_1413,Entrevistado_1413,IRAPUATO,BAJIO,Primera mención,OTRAS,10,8,10,8
Entrevistado_1414,Entrevistado_1414,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,8,10,4
Entrevistado_1415,Entrevistado_1415,MONTERREY,NORTE,Primera mención,OTRAS,8.4,8,7.8,4
Entrevistado_1416,Entrevistado_1416,VILLAHERMOSA,SUR,Primera mención,UVM,5,10,10,6
Entrevistado_1417,Entrevistado_1417,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,5,7,8
Entrevistado_1418,Entrevistado_1418,MONTERREY,NORTE,Primera mención,ITESM,9,8,7.8,8
Entrevistado_1419,Entrevistado_1419,MONTERREY,NORTE,Primera mención,ITESM,8,8,10,10
Entrevistado_1420,Entrevistado_1420,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,6
Entrevistado_1421,Entrevistado_1421,LEÓN,BAJIO,Primera mención,OTRAS,8,6,7.8,5
Entrevistado_1422,Entrevistado_1422,IRAPUATO,BAJIO,Primera mención,OTRAS,4,4,10,8
Entrevistado_1423,Entrevistado_1423,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,9,7,4
Entrevistado_1424,Entrevistado_1424,AGUASCALIENTES,BAJIO,Primera mención,UVM,8,10,7.8,8
Entrevistado_1425,Entrevistado_1425,LA PAZ,OCCIDENTE,Primera mención,OTRAS,9,9,3,8
Entrevistado_1426,Entrevistado_1426,TIJUANA,OCCIDENTE,Primera mención,OTRAS,9,5,10,10
Entrevistado_1427,Entrevistado_1427,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,3,6,4
Entrevistado_1428,Entrevistado_1428,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,10,7.8,8
Entrevistado_1429,Entrevistado_1429,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,10,10,8,8
Entrevistado_1430,Entrevistado_1430,IRAPUATO,BAJIO,Primera mención,OTRAS,8.4,6,6,6
Entrevistado_1431,Entrevistado_1431,MONTERREY,NORTE,Primera mención,ITESM,7,4,7,2
Entrevistado_1432,Entrevistado_1432,PUEBLA,CENTRO,Primera mención,OTRAS,8.4,9,10,8
Entrevistado_1433,Entrevistado_1433,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,9,7.8,8
Entrevistado_1434,Entrevistado_1434,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,9,10,3,8
Entrevistado_1435,Entrevistado_1435,CIUDAD DE MÉXICO,CENTRO,Primera mención,UVM,10,10,5,8
Entrevistado_1436,Entrevistado_1436,COATZACOALCOS,SUR,Primera mención,OTRAS,7,8,3,8
Entrevistado_1437,Entrevistado_1437,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,3,7.8,8
Entrevistado_1438,Entrevistado_1438,LA PAZ,OCCIDENTE,Primera mención,OTRAS,8.4,10,9,8
Entrevistado_1439,Entrevistado_1439,QUERÉTARO,CENTRO,Primera mención,ITESM,8.4,10,7.8,9
Entrevistado_1440,Entrevistado_1440,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8,9,7.8,10
Entrevistado_1441,Entrevistado_1441,LA PAZ,OCCIDENTE,Primera mención,OTRAS,10,5,4,8
Entrevistado_1442,Entrevistado_1442,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_1443,Entrevistado_1443,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,10,7.8,8
Entrevistado_1444,Entrevistado_1444,VILLAHERMOSA,SUR,Primera mención,UVM,8,8,10,7
Entrevistado_1445,Entrevistado_1445,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,8,5,8
Entrevistado_1446,Entrevistado_1446,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,6,10,7.8,9
Entrevistado_1447,Entrevistado_1447,GUADALAJARA,BAJIO,Primera mención,UVM,8.4,8,7.8,8
Entrevistado_1448,Entrevistado_1448,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,9,8,7.8,6
Entrevistado_1449,Entrevistado_1449,QUERÉTARO,CENTRO,Primera mención,ITESM,10,10,7.8,8
Entrevistado_1450,Entrevistado_1450,TIJUANA,OCCIDENTE,Primera mención,OTRAS,9,10,10,6
Entrevistado_1451,Entrevistado_1451,TEPIC,OCCIDENTE,Primera mención,OTRAS,5,8,7.8,4
Entrevistado_1452,Entrevistado_1452,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,9,8,7.8,8
Entrevistado_1453,Entrevistado_1453,MORELIA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_1454,Entrevistado_1454,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,6,9,4,7
Entrevistado_1455,Entrevistado_1455,VILLAHERMOSA,SUR,Primera mención,OTRAS,8,4,10,8
Entrevistado_1456,Entrevistado_1456,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,9,8,7,8
Entrevistado_1457,Entrevistado_1457,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_1458,Entrevistado_1458,MORELIA,BAJIO,Primera mención,OTRAS,10,8,7,10
Entrevistado_1459,Entrevistado_1459,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,7,10,9
Entrevistado_1460,Entrevistado_1460,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,9,8,3,8
Entrevistado_1461,Entrevistado_1461,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,8,8
Entrevistado_1462,Entrevistado_1462,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,8.4,8,9,7
Entrevistado_1463,Entrevistado_1463,QUERÉTARO,CENTRO,Primera mención,ITESM,10,7,7.8,2
Entrevistado_1464,Entrevistado_1464,MORELIA,BAJIO,Primera mención,OTRAS,8.4,7,10,8
Entrevistado_1465,Entrevistado_1465,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,7.8,10
Entrevistado_1466,Entrevistado_1466,MONTERREY,NORTE,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_1467,Entrevistado_1467,IRAPUATO,BAJIO,Primera mención,OTRAS,6,8,7.8,8
Entrevistado_1468,Entrevistado_1468,QUERÉTARO,CENTRO,Primera mención,OTRAS,7,5,2,8
Entrevistado_1469,Entrevistado_1469,GUADALAJARA,BAJIO,Primera mención,ITESM,10,6,7.8,8
Entrevistado_1470,Entrevistado_1470,VILLAHERMOSA,SUR,Primera mención,UVM,8.4,8,7.8,10
Entrevistado_1471,Entrevistado_1471,COATZACOALCOS,SUR,Primera mención,OTRAS,10,8,10,8
Entrevistado_1472,Entrevistado_1472,VILLAHERMOSA,SUR,Primera mención,UVM,7,8,7.8,9
Entrevistado_1473,Entrevistado_1473,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,10,10,1,8
Entrevistado_1474,Entrevistado_1474,GUADALAJARA,BAJIO,Primera mención,ITESM,6,10,6,8
Entrevistado_1475,Entrevistado_1475,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,6,7.8,3
Entrevistado_1476,Entrevistado_1476,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8,10,4,3
Entrevistado_1477,Entrevistado_1477,ENSENADA,OCCIDENTE,Primera mención,OTRAS,8.4,10,7.8,8
Entrevistado_1478,Entrevistado_1478,COATZACOALCOS,SUR,Primera mención,OTRAS,7,10,7.8,5
Entrevistado_1479,Entrevistado_1479,TAPACHULA,SUR,Primera mención,OTRAS,10,7,8,8
Entrevistado_1480,Entrevistado_1480,VILLAHERMOSA,SUR,Primera mención,OTRAS,9,8,7.8,10
Entrevistado_1481,Entrevistado_1481,TEPIC,OCCIDENTE,Primera mención,OTRAS,2,8,10,3
Entrevistado_1482,Entrevistado_1482,QUERÉTARO,CENTRO,Primera mención,OTRAS,7,1,3,8
Entrevistado_1483,Entrevistado_1483,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,6,6,8
Entrevistado_1484,Entrevistado_1484,QUERÉTARO,CENTRO,Primera mención,OTRAS,8.4,8,4,10
Entrevistado_1485,Entrevistado_1485,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,5,7.8,9
Entrevistado_1486,Entrevistado_1486,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_1487,Entrevistado_1487,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,3,8
Entrevistado_1488,Entrevistado_1488,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,10,8,3
Entrevistado_1489,Entrevistado_1489,TUXTLA GUTIÉRREZ,SUR,Primera mención,UVM,10,8,5,10
Entrevistado_1490,Entrevistado_1490,COATZACOALCOS,SUR,Primera mención,OTRAS,10,7,4,10
Entrevistado_1491,Entrevistado_1491,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8.4,8,5,5
Entrevistado_1492,Entrevistado_1492,VILLAHERMOSA,SUR,Primera mención,OTRAS,8,8,7.8,8
Entrevistado_1493,Entrevistado_1493,IRAPUATO,BAJIO,Primera mención,OTRAS,8,2,3,8
Entrevistado_1494,Entrevistado_1494,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,7,7.8,8
Entrevistado_1495,Entrevistado_1495,VILLAHERMOSA,SUR,Primera mención,UVM,10,8,7.8,8
Entrevistado_1496,Entrevistado_1496,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,4,7.8,10
Entrevistado_1497,Entrevistado_1497,HERMOSILLO,OCCIDENTE,Primera mención,UVM,8.4,8,2,10
Entrevistado_1498,Entrevistado_1498,QUERÉTARO,CENTRO,Primera mención,OTRAS,7,9,10,8
Entrevistado_1499,Entrevistado_1499,CIUDAD DE MÉXICO,CENTRO,Primera mención,ITESM,8,3,7.8,10
Entrevistado_1500,Entrevistado_1500,PUEBLA,CENTRO,Primera mención,OTRAS,8.4,6,4,4
Entrevistado_1501,Entrevistado_1501,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,7.8,9
Entrevistado_1502,Entrevistado_1502,MORELIA,BAJIO,Primera mención,OTRAS,10,8,7.8,10
Entrevistado_1503,Entrevistado_1503,AGUASCALIENTES,BAJIO,Primera mención,UVM,5,10,7.8,8
Entrevistado_1504,Entrevistado_1504,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,7,8,5,6
Entrevistado_1505,Entrevistado_1505,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,7,8,1,10
Entrevistado_1506,Entrevistado_1506,TEPIC,OCCIDENTE,Primera mención,OTRAS,8,6,8,9
Entrevistado_1507,Entrevistado_1507,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,8,10
Entrevistado_1508,Entrevistado_1508,IRAPUATO,BAJIO,Primera mención,OTRAS,10,7,9,8
Entrevistado_1509,Entrevistado_1509,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,8,7,8
Entrevistado_1510,Entrevistado_1510,MORELIA,BAJIO,Primera mención,OTRAS,8,5,7.8,10
Entrevistado_1511,Entrevistado_1511,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,7.8,5
Entrevistado_1512,Entrevistado_1512,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,8,10,8
Entrevistado_1513,Entrevistado_1513,CANCÚN,SUR,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1514,Entrevistado_1514,MEXICALI,OCCIDENTE,Primera mención,OTRAS,8,10,10,8
Entrevistado_1515,Entrevistado_1515,MORELIA,BAJIO,Primera mención,OTRAS,10,8,4,8
Entrevistado_1516,Entrevistado_1516,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,7.8,3
Entrevistado_1517,Entrevistado_1517,LEÓN,BAJIO,Primera mención,OTRAS,9,5,7.8,8
Entrevistado_1518,Entrevistado_1518,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,7,4,8
Entrevistado_1519,Entrevistado_1519,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,10,7.8,8
Entrevistado_1520,Entrevistado_1520,LEÓN,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_1521,Entrevistado_1521,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,5,8,7.8,10
Entrevistado_1522,Entrevistado_1522,VILLAHERMOSA,SUR,Primera mención,UVM,9,8,7.8,8
Entrevistado_1523,Entrevistado_1523,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,4,10,8
Entrevistado_1524,Entrevistado_1524,VILLAHERMOSA,SUR,Primera mención,UVM,7,8,1,8
Entrevistado_1525,Entrevistado_1525,TEPIC,OCCIDENTE,Primera mención,OTRAS,9,8,10,9
Entrevistado_1526,Entrevistado_1526,PUEBLA,CENTRO,Primera mención,OTRAS,8.4,8,10,9
Entrevistado_1527,Entrevistado_1527,GUADALAJARA,BAJIO,Primera mención,UVM,7,8,9,10
Entrevistado_1528,Entrevistado_1528,AGUASCALIENTES,BAJIO,Primera mención,ITESM,9,8,7,5
Entrevistado_1529,Entrevistado_1529,MORELIA,BAJIO,Primera mención,OTRAS,5,10,7.8,8
Entrevistado_1530,Entrevistado_1530,QUERÉTARO,CENTRO,Primera mención,OTRAS,7,4,2,3
Entrevistado_1531,Entrevistado_1531,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,5,7.8,8
Entrevistado_1532,Entrevistado_1532,GUADALAJARA,BAJIO,Primera mención,UVM,10,5,6,8
Entrevistado_1533,Entrevistado_1533,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,2,3
Entrevistado_1534,Entrevistado_1534,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,9,9,7.8,9
Entrevistado_1535,Entrevistado_1535,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,9,7.8,8
Entrevistado_1536,Entrevistado_1536,MORELIA,BAJIO,Primera mención,OTRAS,10,10,7.8,2
Entrevistado_1537,Entrevistado_1537,COATZACOALCOS,SUR,Primera mención,OTRAS,10,8,8,8
Entrevistado_1538,Entrevistado_1538,COATZACOALCOS,SUR,Primera mención,OTRAS,10,8,7.8,4
